FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
13251,10618,201705,201611,LONG Pure,3663,2460,3737,1,1,11,3,87,200807,7,2008,11,2016,5,2017,6,106,48.9,51.9,48.9,51.9,3.889827273,3.9495224131,8
13261,10618,201706,201609,LONG Pure,2587,1635,2613,1,1,11,3,87,200807,7,2008,9,2016,6,2017,9,107,58.2,59.8,58.2,59.8,4.0643371374,4.0912817727,8
13262,10618,201706,201610,LONG Pure,2532,1635,2661,1,1,11,3,87,200807,7,2008,10,2016,6,2017,8,107,54.9,62.8,54.9,62.8,4.0048279647,4.1391951284,8
13269,10618,201706,201705,LONG Pure,1875,1635,2102,1,1,11,3,87,200807,7,2008,5,2017,6,2017,1,107,14.7,28.6,14.7,28.6,2.686411026,3.3521013603,8
13288,10618,201709,201612,LONG Pure,2237,990,2184,1,1,11,3,87,200807,7,2008,12,2016,9,2017,9,110,126.0,120.6,126.0,120.6,4.8359611885,4.7925295368,8
13290,10618,201709,201702,LONG Pure,2302,990,1779,1,1,11,3,87,200807,7,2008,2,2017,9,2017,7,110,132.5,79.7,132.5,79.7,4.8867732124,4.3782315637,8
13298,10618,201710,201612,LONG Pure,1568,1250,2180,1,1,11,3,87,200807,7,2008,12,2016,10,2017,10,111,25.4,74.4,25.4,74.4,3.2363227385,4.3094559418,8
13299,10618,201710,201701,LONG Pure,1597,1250,1525,1,1,11,3,87,200807,7,2008,1,2017,10,2017,9,111,27.8,22.0,27.8,22.0,3.3235961356,3.0910424534,8
13307,10618,201710,201709,LONG Pure,1148,1250,1562,1,1,11,3,87,200807,7,2008,9,2017,10,2017,1,111,8.2,25.0,8.2,25.0,2.099244169,3.2172745435,8
13325,10618,201712,201704,LONG Pure,1203,1067,2058,1,1,11,3,87,200807,7,2008,4,2017,12,2017,8,113,12.7,92.9,12.7,92.9,2.5452188204,4.531278469,8
13338,10618,201801,201710,LONG Pure,1194,1053,1882,1,1,11,3,87,200807,7,2008,10,2017,1,2018,3,114,13.4,78.7,13.4,78.7,2.5945315642,4.365991829,9
13355,10618,201803,201710,LONG Pure,4803,2982,3001,1,1,11,3,87,200807,7,2008,10,2017,3,2018,5,116,61.1,0.6,61.1,0.6,4.1119617704,-0.45074033,9
13362,10618,201804,201708,LONG Pure,4711,2055,3043,1,1,11,3,87,200807,7,2008,8,2017,4,2018,8,117,129.2,48.1,129.2,48.1,4.8617155697,3.8728217568,9
13375,10618,201805,201711,LONG Pure,2982,2428,2707,1,1,11,3,87,200807,7,2008,11,2017,5,2018,6,118,22.8,11.5,22.8,11.5,3.1275117206,2.4415588156,9
13414,10620,201112,201111,LONG Pure,310,113,202,1,1,11,8,127,200901,1,2009,11,2011,12,2011,1,35,174.3,78.8,174.3,78.8,5.160986096,4.366418737,2
13420,10620,201201,201111,LONG Pure,177,119,242,1,1,11,8,127,200901,1,2009,11,2011,1,2012,2,36,48.7,103.4,48.7,103.4,3.8864897034,4.6382310482,3
13429,10620,201202,201201,LONG Pure,85,97,228,1,1,11,8,127,200901,1,2009,1,2012,2,2012,1,37,12.4,135.1,12.4,135.1,2.5153658573,4.9056565307,3
13433,10620,201203,201109,LONG Pure,388,171,521,1,1,11,8,127,200901,1,2009,9,2011,3,2012,6,38,126.9,204.7,126.9,204.7,4.843403983,5.321439784,3
13437,10620,201203,201201,LONG Pure,237,171,492,1,1,11,8,127,200901,1,2009,1,2012,3,2012,2,38,38.6,187.7,38.6,187.7,3.6531613715,5.2349477526,3
13445,10620,201204,201112,LONG Pure,861,223,625,1,1,11,8,127,200901,1,2009,12,2011,4,2012,4,39,286.1,180.3,286.1,180.3,5.6563366979,5.1944505031,3
13522,10634,201203,201112,LONG DownTrend,3329,2418,3611,1,1,11,9,82,201005,5,2010,12,2011,3,2012,3,22,37.7,49.3,37.7,49.3,3.6290170521,3.8987005769,3
13550,10634,201206,201110,LONG DownTrend,984,1552,2511,1,1,11,9,82,201005,5,2010,10,2011,6,2012,8,25,36.6,61.8,36.6,61.8,3.599991904,4.1237615601,3
13599,10634,201302,201205,LONG DownTrend,668,1092,1227,1,1,11,9,82,201005,5,2010,5,2012,2,2013,9,33,38.8,12.4,38.8,12.4,3.6591374849,2.5146788081,4
13636,10634,201305,201212,LONG XT,2222,1910,2520,1,1,11,9,82,201005,5,2010,12,2012,5,2013,5,36,16.3,31.9,16.3,31.9,2.7933148528,3.4637706221,4
13639,10634,201305,201303,LONG XT,2497,1910,2374,1,1,11,9,82,201005,5,2010,3,2013,5,2013,2,36,30.7,24.3,30.7,24.3,3.4253364848,3.1901962172,4
13649,10634,201306,201301,LONG XT,1555,1218,961,1,1,11,9,82,201005,5,2010,1,2013,6,2013,5,37,27.7,21.1,27.7,21.1,3.3202876681,3.0492808226,4
13681,10634,201312,201309,LONG Pure,180,520,884,1,1,11,9,82,201005,5,2010,9,2013,12,2013,3,43,65.4,70.0,65.4,70.0,4.180286992,4.248495242,4
13688,10634,201401,201309,LONG Pure,298,570,862,1,1,11,9,82,201005,5,2010,9,2013,1,2014,4,44,47.7,51.2,47.7,51.2,3.8653358915,3.9362876274,5
13690,10634,201401,201311,LONG Pure,742,570,862,1,1,11,9,82,201005,5,2010,11,2013,1,2014,2,44,30.2,51.2,30.2,51.2,3.407028302,3.9362876274,5
13707,10634,201403,201311,LONG Pure,1905,978,1555,1,1,11,9,82,201005,5,2010,11,2013,3,2014,4,46,94.8,59.0,94.8,59.0,4.5516140815,4.0775027825,5
13710,10634,201403,201402,LONG Pure,2084,978,1273,1,1,11,9,82,201005,5,2010,2,2014,3,2014,1,46,113.1,30.2,113.1,30.2,4.728165698,3.4066358723,5
13743,10634,201406,201402,LONG Pure,857,1551,775,1,1,11,9,82,201005,5,2010,2,2014,6,2014,4,49,44.7,50.0,44.7,50.0,3.8009869833,3.912667543,5
13754,10634,201408,201402,LONG Pure,1997,943,683,1,1,11,9,82,201005,5,2010,2,2014,8,2014,6,51,111.8,27.6,111.8,27.6,4.7164516325,3.3167855344,5
13767,10634,201410,201401,LONG Pure,909,565,936,1,1,11,9,82,201005,5,2010,1,2014,10,2014,9,53,60.9,65.7,60.9,65.7,4.1089861122,4.1845465174,5
13773,10634,201410,201409,LONG Pure,753,565,557,1,1,11,9,82,201005,5,2010,9,2014,10,2014,1,53,33.3,1.4,33.3,1.4,3.5047864177,0.3477859965,5
13782,10634,201412,201401,LONG Pure,524,471,704,1,1,11,9,82,201005,5,2010,1,2014,12,2014,11,55,11.3,49.5,11.3,49.5,2.4206040055,3.9013505455,5
13799,10634,201501,201411,LONG Pure,609,503,525,1,1,11,9,82,201005,5,2010,11,2014,1,2015,2,56,21.1,4.4,21.1,4.4,3.04801911,1.4756224692,6
13835,10634,201504,201502,LONG Pure,478,858,920,1,1,11,9,82,201005,5,2010,2,2015,4,2015,2,59,44.3,7.2,44.3,7.2,3.7907373392,1.9777004715,6
13858,10634,201506,201410,LONG Pure,978,117,514,1,1,11,9,82,201005,5,2010,10,2014,6,2015,8,61,735.9,339.3,300.0,300.0,6.6010907556,5.8269325319,6
13865,10634,201506,201505,LONG Pure,932,117,734,1,1,11,9,82,201005,5,2010,5,2015,6,2015,1,61,696.6,527.4,300.0,300.0,6.5461843644,6.2678652751,6
13876,10647,201302,201301,SHORT ShiftLevel,53,4913,3665,1,1,11,6,48,201212,12,2012,1,2013,2,2013,1,2,98.9,25.4,98.9,25.4,4.5943238707,3.2348277027,4
13921,10647,201402,201308,SHORT ShiftLevel,924,1309,4276,1,1,11,6,48,201212,12,2012,8,2013,2,2014,6,14,29.4,226.7,29.4,226.7,3.3813947544,5.4234580404,5
13922,10647,201402,201309,SHORT ShiftLevel,923,1309,4396,1,1,11,6,48,201212,12,2012,9,2013,2,2014,5,14,29.5,235.8,29.5,235.8,3.3839887895,5.4631064446,5
14115,10662,201207,201205,SHORT ShiftLevel,173,774,202,1,1,11,3,113,201112,12,2011,5,2012,7,2012,2,7,77.6,73.9,77.6,73.9,4.3521932469,4.3027373038,3
14144,10662,201211,201208,SHORT ShiftLevel,205,365,400,1,1,11,3,113,201112,12,2011,8,2012,11,2012,3,11,43.8,9.6,43.8,9.6,3.7804466476,2.2606208939,3
14179,10662,201303,201210,SHORT ShiftLevel,733,391,479,1,1,11,3,113,201112,12,2011,10,2012,3,2013,5,15,87.5,22.5,87.5,22.5,4.4712733631,3.1137994405,4
14201,10662,201305,201211,SHORT ShiftLevel,962,453,534,1,1,11,3,113,201112,12,2011,11,2012,5,2013,6,17,112.4,17.9,112.4,17.9,4.7217260771,2.8837272152,4
14220,10677,201302,201301,SHORT ShiftLevel,17,496,233,1,1,11,3,200,201212,12,2012,1,2013,2,2013,1,2,96.6,53.0,96.6,53.0,4.5702948567,3.9707482914,4
14233,10677,201306,201304,SHORT ShiftLevel,287,239,248,1,1,11,3,200,201212,12,2012,4,2013,6,2013,2,6,20.1,3.8,20.1,3.8,2.999907645,1.3259312114,4
14237,10677,201307,201304,SHORT ShiftLevel,296,270,338,1,1,11,3,200,201212,12,2012,4,2013,7,2013,3,7,9.6,25.2,9.6,25.2,2.264844765,3.2262559322,4
14250,10677,201309,201306,SHORT ShiftLevel,354,162,358,1,1,11,3,200,201212,12,2012,6,2013,9,2013,3,9,118.5,121.0,118.5,121.0,4.7750692228,4.79568851,4
14279,10677,201312,201311,SHORT ShiftLevel,317,236,287,1,1,11,3,200,201212,12,2012,11,2013,12,2013,1,12,34.3,21.6,34.3,21.6,3.5357875356,3.0731640137,4
14290,10700,201610,201606,SHORT XT,6834,903,693,1,1,11,,,,,,6,2016,10,2016,4,,656.8,23.3,300.0,23.3,6.4873957444,3.1465551633,7
14293,10700,201610,201609,SHORT XT,35,903,462,1,1,11,,,,,,9,2016,10,2016,1,,96.1,48.8,96.1,48.8,4.5656393472,3.888492508,7
14324,10714,201404,201403,SHORT ShiftLevel,64,66,355,1,1,11,18,254,201309,9,2013,3,2014,4,2014,1,7,3.0,437.9,3.0,300.0,1.1086626245,6.0819421321,5
14400,10714,201502,201412,SHORT ShiftLevel,25,63,25,1,1,11,18,254,201309,9,2013,12,2014,2,2015,2,17,60.3,60.3,60.3,60.3,4.0996216193,4.0996216193,6
14422,10714,201505,201410,SHORT ShiftLevel,25,71,19,1,1,11,18,254,201309,9,2013,10,2014,5,2015,7,20,64.8,73.2,64.8,73.2,4.1711317054,4.2937340275,6
14425,10714,201505,201501,LONG Pure,20,71,21,1,1,11,18,254,201309,9,2013,1,2015,5,2015,4,20,71.8,70.4,71.8,70.4,4.2743159417,4.2545133144,6
14484,10723,201108,201105,SHORT ShiftLevel,494,614,1508,1,1,11,8,42,201008,8,2010,5,2011,8,2011,3,12,19.5,145.6,19.5,145.6,2.9726670006,4.980881033,2
14485,10723,201108,201106,SHORT ShiftLevel,717,614,1436,1,1,11,8,42,201008,8,2010,6,2011,8,2011,2,12,16.8,133.9,16.8,133.9,2.8199042461,4.8969156529,2
14502,10723,201112,201108,SHORT ShiftLevel,673,410,876,1,1,11,8,42,201008,8,2010,8,2011,12,2011,4,16,64.1,113.7,64.1,113.7,4.1611670585,4.7331986604,2
14511,10723,201201,201111,SHORT ShiftLevel,741,359,766,1,1,11,8,42,201008,8,2010,11,2011,1,2012,2,17,106.4,113.4,106.4,113.4,4.6672684061,4.7306609829,3
14533,10723,201204,201109,SHORT ShiftLevel,1215,1065,1246,1,1,11,8,42,201008,8,2010,9,2011,4,2012,7,20,14.1,17.0,14.1,17.0,2.6450754019,2.8329371391,3
14535,10723,201204,201111,SHORT ShiftLevel,1239,1065,1164,1,1,11,8,42,201008,8,2010,11,2011,4,2012,5,20,16.3,9.3,16.3,9.3,2.7934954071,2.229559958,3
14536,10723,201204,201112,LONG DownTrend,555,1065,1155,1,1,11,8,42,201008,8,2010,12,2011,4,2012,4,20,47.9,8.5,47.9,8.5,3.8688508336,2.1342497782,3
14557,10723,201206,201112,LONG DownTrend,50,728,293,1,1,11,8,42,201008,8,2010,12,2011,6,2012,6,22,93.1,59.8,93.1,59.8,4.5340164257,4.0902151689,3
14576,10728,201709,201707,SHORT ShiftLevel,219,124,302,1,1,11,14,50,201702,2,2017,7,2017,9,2017,2,7,76.6,143.5,76.6,143.5,4.338765512,4.9666721707,8
14580,10728,201710,201707,SHORT ShiftLevel,237,139,349,1,1,11,14,50,201702,2,2017,7,2017,10,2017,3,8,70.5,151.1,70.5,151.1,4.2556637315,5.0178037836,8
14631,10728,201805,201801,SHORT ShiftLevel,267,571,209,1,1,11,14,50,201702,2,2017,1,2018,5,2018,4,15,53.2,63.4,53.2,63.4,3.9748086777,4.1494251882,9
14644,10758,201607,201606,SHORT XT,810,405,1557,1,1,11,2,75,201606,6,2016,6,2016,7,2016,1,1,100.0,284.4,100.0,284.4,4.605170186,5.6505379601,7
14654,10760,201512,201509,SHORT ShiftLevel,6071,1070,5823,1,1,11,3,82,201506,6,2015,9,2015,12,2015,3,6,467.4,444.2,300.0,300.0,6.14714943,6.0962875351,6
14655,10760,201512,201510,SHORT ShiftLevel,2710,1070,5131,1,1,11,3,82,201506,6,2015,10,2015,12,2015,2,6,153.3,379.5,153.3,300.0,5.0322077794,5.9389407862,6
14678,10760,201604,201603,SHORT ShiftLevel,1494,1033,1974,1,1,11,3,82,201506,6,2015,3,2016,4,2016,1,10,44.6,91.1,44.6,91.1,3.7983457599,4.5118908565,7
14681,10760,201605,201511,SHORT ShiftLevel,2727,1265,2818,1,1,11,3,82,201506,6,2015,11,2015,5,2016,6,11,115.6,122.8,115.6,122.8,4.7499034251,4.810286608,7
14685,10760,201605,201603,SHORT ShiftLevel,1382,1265,2277,1,1,11,3,82,201506,6,2015,3,2016,5,2016,2,11,9.2,80.0,9.2,80.0,2.2245167196,4.3820266347,7
14699,10760,201607,201604,SHORT ShiftLevel,985,1206,1555,1,1,11,3,82,201506,6,2015,4,2016,7,2016,3,13,18.3,28.9,18.3,28.9,2.9082685102,3.3651777309,7
14702,10760,201608,201601,SHORT ShiftLevel,943,1140,1637,1,1,11,3,82,201506,6,2015,1,2016,8,2016,7,14,17.3,43.6,17.3,43.6,2.8495903733,3.7749766707,7
14736,10760,201612,201601,SHORT ShiftLevel,1142,618,1227,1,1,11,3,82,201506,6,2015,1,2016,12,2016,11,18,84.8,98.5,84.8,98.5,4.4401734129,4.5904999962,7
14745,10760,201612,201610,SHORT ShiftLevel,937,618,1048,1,1,11,3,82,201506,6,2015,10,2016,12,2016,2,18,51.6,69.6,51.6,69.6,3.9438728313,4.2424669372,7
14759,10769,201607,201603,SHORT ShiftLevel,3014,1366,2291,1,1,11,3,90,201512,12,2015,3,2016,7,2016,4,7,120.6,67.7,120.6,67.7,4.7928458563,4.2153218834,7
14783,10769,201611,201605,SHORT ShiftLevel,794,1058,1872,1,1,11,3,90,201512,12,2015,5,2016,11,2016,6,11,25.0,76.9,25.0,76.9,3.2169836767,4.3429949396,7
14794,10769,201612,201608,SHORT ShiftLevel,1835,880,1441,1,1,11,3,90,201512,12,2015,8,2016,12,2016,4,12,108.5,63.8,108.5,63.8,4.686959619,4.154969184,7
14797,10769,201612,201611,SHORT ShiftLevel,1437,880,798,1,1,11,3,90,201512,12,2015,11,2016,12,2016,1,12,63.3,9.3,63.3,9.3,4.1478135184,2.2319675258,7
14811,10769,201703,201610,SHORT ShiftLevel,2093,1454,2200,1,1,11,3,90,201512,12,2015,10,2016,3,2017,5,15,43.9,51.3,43.9,51.3,3.7830009823,3.9378221281,8
14813,10769,201703,201612,SHORT ShiftLevel,1777,1454,2151,1,1,11,3,90,201512,12,2015,12,2016,3,2017,3,15,22.2,47.9,22.2,47.9,3.1007488511,3.8698819387,8
14829,10769,201705,201701,SHORT ShiftLevel,2092,1039,1142,1,1,11,3,90,201512,12,2015,1,2017,5,2017,4,17,101.3,9.9,101.3,9.9,4.618554707,2.2938851831,8
14830,10769,201705,201702,SHORT ShiftLevel,1860,1039,1231,1,1,11,3,90,201512,12,2015,2,2017,5,2017,3,17,79.0,18.5,79.0,18.5,4.3696793043,2.9166515669,8
14897,10780,201607,201605,SHORT XT,439,1235,1125,1,1,11,3,126,201606,6,2016,5,2016,7,2016,2,1,64.5,8.9,64.5,8.9,4.1659431228,2.1868243027,7
14954,10787,201711,201705,SHORT ShiftLevel,173,466,146,1,1,11,14,50,201609,9,2016,5,2017,11,2017,6,14,62.9,68.7,62.9,68.7,4.1411571609,4.2293055477,8
14989,10792,201302,201301,SHORT ShiftLevel,112,53,96,1,1,11,3,175,201206,6,2012,1,2013,2,2013,1,8,111.3,81.1,111.3,81.1,4.7124157163,4.3960783881,4
14993,10792,201303,201212,SHORT ShiftLevel,133,88,119,1,1,11,3,175,201206,6,2012,12,2012,3,2013,3,9,51.1,35.2,51.1,35.2,3.9344958613,3.561820576,4
15023,10796,201701,201611,SHORT ShiftLevel,69,65,51,1,1,11,18,255,201606,6,2016,11,2016,1,2017,2,7,6.2,21.5,6.2,21.5,1.8170772772,3.0698402457,8
15042,10796,201704,201703,SHORT ShiftLevel,33,53,48,1,1,11,18,255,201606,6,2016,3,2017,4,2017,1,10,37.7,9.4,37.7,9.4,3.630610546,2.2443161849,8
15176,10796,201805,201703,SHORT ShiftLevel,29,329,48,1,1,11,18,255,201606,6,2016,3,2017,5,2018,14,23,91.2,85.4,91.2,85.4,4.5128949099,4.4474671046,9
15181,10796,201805,201709,SHORT ShiftLevel,39,329,50,1,1,11,18,255,201606,6,2016,9,2017,5,2018,8,23,88.1,84.8,88.1,84.8,4.4789933582,4.440324217,9
15186,10796,201805,201802,LONG Pure,40,329,31,1,1,11,18,255,201606,6,2016,2,2018,5,2018,3,23,87.8,90.6,87.8,90.6,4.4755391233,4.5062059217,9
15215,10800,201409,201408,SHORT ShiftLevel,364,99,334,1,1,11,3,101,201312,12,2013,8,2014,9,2014,1,9,267.7,237.4,267.7,237.4,5.5897801618,5.46963585,5
15240,10800,201412,201409,SHORT ShiftLevel,383,124,212,1,1,11,3,101,201312,12,2013,9,2014,12,2014,3,12,208.9,71.0,208.9,71.0,5.3417166821,4.2622254349,5
15263,10800,201503,201408,SHORT ShiftLevel,823,199,758,1,1,11,3,101,201312,12,2013,8,2014,3,2015,7,15,313.6,280.9,300.0,280.9,5.7480157296,5.6380148344,6
15291,10800,201505,201503,SHORT ShiftLevel,195,718,225,1,1,11,3,101,201312,12,2013,3,2015,5,2015,2,17,72.8,68.7,72.8,68.7,4.288282081,4.229209791,6
15321,10803,201110,201108,SHORT ShiftLevel,819,423,1920,1,1,11,8,87,201006,6,2010,8,2011,10,2011,2,16,93.6,353.9,93.6,300.0,4.5392122182,5.8690163914,2
15322,10803,201110,201109,SHORT ShiftLevel,856,423,2062,1,1,11,8,87,201006,6,2010,9,2011,10,2011,1,16,102.4,387.5,102.4,300.0,4.6285357349,5.9596395857,2
15334,10803,201201,201106,SHORT ShiftLevel,1304,319,1141,1,1,11,8,87,201006,6,2010,6,2011,1,2012,7,19,308.8,257.7,300.0,257.7,5.7326207244,5.5517194783,3
15350,10803,201203,201107,SHORT ShiftLevel,1560,625,1627,1,1,11,8,87,201006,6,2010,7,2011,3,2012,8,21,149.6,160.3,149.6,160.3,5.0079650655,5.0771718179,3
15357,10803,201203,201202,LONG DownTrend,603,625,577,1,1,11,8,87,201006,6,2010,2,2012,3,2012,1,21,3.5,7.7,3.5,7.7,1.2584609896,2.0386195472,3
15368,10803,201205,201106,SHORT ShiftLevel,1455,751,1800,1,1,11,8,87,201006,6,2010,6,2011,5,2012,11,23,93.7,139.7,93.7,139.7,4.5405428904,4.9393571426,3
15377,10803,201205,201203,LONG DownTrend,750,751,461,1,1,11,8,87,201006,6,2010,3,2012,5,2012,2,23,0.1,38.6,0.1,38.6,-2.016235466,3.6536454572,3
15382,10803,201206,201109,SHORT ShiftLevel,820,177,692,1,1,11,8,87,201006,6,2010,9,2011,6,2012,9,24,363.3,291.0,300.0,291.0,5.8951651777,5.6731873541,3
15390,10803,201206,201205,LONG DownTrend,33,177,286,1,1,11,8,87,201006,6,2010,5,2012,6,2012,1,24,81.4,61.6,81.4,61.6,4.398833753,4.1203683356,3
15394,10803,201207,201203,LONG DownTrend,595,344,441,1,1,11,8,87,201006,6,2010,3,2012,7,2012,4,25,73.0,28.2,73.0,28.2,4.2899814677,3.3392395071,3
15404,10803,201209,201207,LONG DownTrend,422,233,198,1,1,11,8,87,201006,6,2010,7,2012,9,2012,2,27,81.1,15.0,81.1,15.0,4.3958787475,2.7094797939,3
15415,10806,201706,201704,SHORT ShiftLevel,1096,155,504,1,1,11,13,53,201612,12,2016,4,2017,6,2017,2,6,607.1,225.2,300.0,225.2,6.4086882087,5.4168169913,8
15514,10809,201303,201301,LONG Pure,3,69,15,1,1,11,20,,201005,5,2010,1,2013,3,2013,2,34,95.7,78.3,95.7,78.3,4.5607184234,4.360047728,4
15521,10809,201305,201211,LONG Pure,9,52,10,1,1,11,20,,201005,5,2010,11,2012,5,2013,6,36,82.7,80.8,82.7,80.8,4.4151265831,4.3915960857,4
15676,10811,201707,201706,SHORT ShiftLevel,595,288,597,1,1,11,13,50,201612,12,2016,6,2017,7,2017,1,7,106.6,107.3,106.6,107.3,4.6690574534,4.6755509827,8
15678,10811,201708,201704,SHORT ShiftLevel,1072,351,531,1,1,11,13,50,201612,12,2016,4,2017,8,2017,4,8,205.4,51.3,205.4,51.3,5.3250230998,3.9373408134,8
15680,10811,201708,201706,SHORT ShiftLevel,655,351,476,1,1,11,13,50,201612,12,2016,6,2017,8,2017,2,8,86.6,35.6,86.6,35.6,4.4614116639,3.5726976998,8
15689,10811,201710,201704,SHORT ShiftLevel,1279,426,449,1,1,11,13,50,201612,12,2016,4,2017,10,2017,6,10,200.2,5.4,200.2,5.4,5.2994903872,1.6862250556,8
15699,10811,201711,201708,SHORT ShiftLevel,132,1440,394,1,1,11,13,50,201612,12,2016,8,2017,11,2017,3,11,90.8,72.6,90.8,72.6,4.5090263254,4.285500438,8
15700,10811,201712,201703,SHORT ShiftLevel,1394,982,299,1,1,11,13,50,201612,12,2016,3,2017,12,2017,9,12,42.0,69.6,42.0,69.6,3.736602227,4.2420737372,8
15723,10831,201611,201610,SHORT ShiftLevel,774,631,530,1,1,11,3,148,201606,6,2016,10,2016,11,2016,1,5,22.7,16.0,22.7,16.0,3.1207089537,2.7729848403,7
15730,10831,201701,201612,SHORT ShiftLevel,685,353,562,1,1,11,3,148,201606,6,2016,12,2016,1,2017,1,7,94.1,59.2,94.1,59.2,4.543837098,4.081036381,8
15731,10831,201702,201609,SHORT ShiftLevel,1349,405,590,1,1,11,3,148,201606,6,2016,9,2016,2,2017,5,8,233.1,45.7,233.1,45.7,5.451409285,3.821638944,8
15737,10831,201703,201610,SHORT ShiftLevel,1218,631,1110,1,1,11,3,148,201606,6,2016,10,2016,3,2017,5,9,93.0,75.9,93.0,75.9,4.5328891433,4.3295649209,8
15750,10831,201705,201610,SHORT ShiftLevel,1476,500,733,1,1,11,3,148,201606,6,2016,10,2016,5,2017,7,11,195.2,46.6,195.2,46.6,5.274024674,3.8416005411,8
15759,10831,201706,201611,SHORT ShiftLevel,1311,301,580,1,1,11,3,148,201606,6,2016,11,2016,6,2017,7,12,335.5,92.7,300.0,92.7,5.8157655311,4.5292717031,8
15767,10831,201707,201702,SHORT ShiftLevel,462,372,1006,1,1,11,3,148,201606,6,2016,2,2017,7,2017,5,13,24.2,170.4,24.2,170.4,3.186086002,5.1383252862,8
15810,10831,201712,201705,SHORT ShiftLevel,613,385,617,1,1,11,3,148,201606,6,2016,5,2017,12,2017,7,18,59.2,60.3,59.2,60.3,4.0812724807,4.0986642234,8
15813,10831,201712,201708,SHORT ShiftLevel,280,385,356,1,1,11,3,148,201606,6,2016,8,2017,12,2017,4,18,27.3,7.5,27.3,7.5,3.3058872019,2.0192226817,8
15827,10834,201409,201408,SHORT ShiftLevel,183,218,195,1,1,11,4,28,201404,4,2014,8,2014,9,2014,1,5,16.1,10.6,16.1,10.6,2.7760231847,2.3561693391,5
15835,10834,201412,201407,SHORT ShiftLevel,197,94,178,1,1,11,4,28,201404,4,2014,7,2014,12,2014,5,8,109.6,89.4,109.6,89.4,4.6966043919,4.4926922026,5
15836,10834,201412,201408,SHORT ShiftLevel,138,94,168,1,1,11,4,28,201404,4,2014,8,2014,12,2014,4,8,46.8,78.7,46.8,78.7,3.8460650376,4.3659404969,5
15848,10834,201502,201409,SHORT ShiftLevel,123,69,199,1,1,11,4,28,201404,4,2014,9,2014,2,2015,5,10,78.3,188.4,78.3,188.4,4.360047728,5.2385981318,6
15861,10834,201504,201407,SHORT ShiftLevel,270,110,251,1,1,11,4,28,201404,4,2014,7,2014,4,2015,9,12,145.5,128.2,145.5,128.2,4.9798636354,4.8534497106,6
15877,10834,201505,201502,SHORT ShiftLevel,126,101,199,1,1,11,4,28,201404,4,2014,2,2015,5,2015,3,13,24.8,97.0,24.8,97.0,3.208925494,4.5750171478,6
15899,10834,201507,201503,SHORT ShiftLevel,87,311,102,1,1,11,4,28,201404,4,2014,3,2015,7,2015,4,15,72.0,67.2,72.0,67.2,4.2770233257,4.2077115258,6
15911,10834,201508,201503,SHORT ShiftLevel,99,152,199,1,1,11,4,28,201404,4,2014,3,2015,8,2015,5,16,34.9,30.9,34.9,30.9,3.5515815787,3.4314372669,6
15915,10834,201508,201507,SHORT ShiftLevel,100,152,189,1,1,11,4,28,201404,4,2014,7,2015,8,2015,1,16,34.2,24.3,34.2,24.3,3.5325333837,3.1922075778,6
15947,10834,201512,201505,SHORT ShiftLevel,97,115,101,1,1,11,4,28,201404,4,2014,5,2015,12,2015,7,20,15.7,12.2,15.7,12.2,2.7506098155,2.4992953872,6
15952,10834,201512,201510,LONG XT,126,115,606,1,1,11,4,28,201404,4,2014,10,2015,12,2015,2,20,9.6,427.0,9.6,300.0,2.2581333304,6.0566821854,6
15956,10834,201601,201503,SHORT ShiftLevel,71,60,135,1,1,11,4,28,201404,4,2014,3,2015,1,2016,10,21,18.3,125.0,18.3,125.0,2.9087208966,4.8283137373,7
15975,10834,201602,201510,LONG XT,104,81,351,1,1,11,4,28,201404,4,2014,10,2015,2,2016,4,22,28.4,333.3,28.4,300.0,3.3462152472,5.8091429903,7
15988,10834,201603,201511,LONG XT,143,72,181,1,1,11,4,28,201404,4,2014,11,2015,3,2016,4,23,98.6,151.4,98.6,151.4,4.591183944,5.0198519492,7
16001,10834,201604,201511,LONG XT,131,98,248,1,1,11,4,28,201404,4,2014,11,2015,4,2016,5,24,33.7,153.1,33.7,153.1,3.5167102688,5.0308380014,7
16004,10834,201604,201603,LONG XT,122,98,273,1,1,11,4,28,201404,4,2014,3,2016,4,2016,1,24,24.5,178.6,24.5,178.6,3.1982565377,5.1849886812,7
16026,10834,201606,201507,SHORT ShiftLevel,62,157,151,1,1,11,4,28,201404,4,2014,7,2015,6,2016,11,26,60.5,3.8,60.5,3.8,4.1028012722,1.3406838499,7
16039,10834,201607,201505,SHORT ShiftLevel,51,265,208,1,1,11,4,28,201404,4,2014,5,2015,7,2016,14,27,80.8,21.5,80.8,21.5,4.391416375,3.0684916278,7
16040,10834,201607,201506,SHORT ShiftLevel,48,265,205,1,1,11,4,28,201404,4,2014,6,2015,7,2016,13,27,81.9,22.6,81.9,22.6,4.4053377135,3.1197849222,7
16045,10834,201607,201511,LONG XT,251,265,203,1,1,11,4,28,201404,4,2014,11,2015,7,2016,8,27,5.3,23.4,5.3,23.4,1.6644976896,3.152574745,7
