ID_OSOB;ID_GOSP;WOJ;PLEC;WIEK;TYP_RODZ;DOCHM;WYDM;EDU;KMZ
5731;213350621;Zachodniopomorskie;Kobieta;58;2:Malzenstwo bez dzieci;2804.46;2140.51;1;5
5769;213360721;Zachodniopomorskie;Mezczyzna;48;2:Malzenstwo bez dzieci;4292.43;3206.73;3;5
5778;213360921;Zachodniopomorskie;Kobieta;38;4:Malzenstwo +2;4250;2969.36;1;5
5781;213361021;Zachodniopomorskie;Kobieta;68;1:Osoba samotna;997.37;994.82;3;5
5799;213370711;Zachodniopomorskie;Kobieta;50;9:Pozostale;2318.17;1703.9;5;5
5800;213370711;Zachodniopomorskie;Mezczyzna;58;9:Pozostale;2318.17;1703.9;7;5
5812;213371011;Zachodniopomorskie;Kobieta;32;4:Malzenstwo +2;2900;2611.51;3;5
5831;213380411;Zachodniopomorskie;Kobieta;67;9:Pozostale;3736.88;1908.75;7;5
5833;213380421;Zachodniopomorskie;Mezczyzna;43;5:Malzenstwo +3;5100;2429.89;3;5
5839;213380611;Zachodniopomorskie;Kobieta;36;9:Pozostale;4509;2490.59;2;5
5844;213380711;Zachodniopomorskie;Kobieta;58;9:Pozostale;3210;2371.06;7;5
5903;213391011;Zachodniopomorskie;Kobieta;54;2:Malzenstwo bez dzieci;1089.6;1077.87;3;5
5956;213410121;Wielkopolskie;Kobieta;57;9:Pozostale;1330;1229.9;7;3
5959;213410211;Wielkopolskie;Kobieta;35;9:Pozostale;1910.63;2362.2;3;3
5987;213411011;Wielkopolskie;Mezczyzna;76;9:Pozostale;4006.08;2928.84;3;3
5999;213420121;Wielkopolskie;Mezczyzna;42;3:Malzenstwo +1;2200;1957.46;5;3
6018;213420711;Wielkopolskie;Kobieta;69;2:Malzenstwo bez dzieci;1750;1813.56;4;3
6040;213430111;Wielkopolskie;Kobieta;42;5:Malzenstwo +3;2700;1974.97;5;4
6064;213430721;Wielkopolskie;Mezczyzna;38;3:Malzenstwo +1;1628.8;1205;5;4
6143;213450121;Wielkopolskie;Kobieta;52;9:Pozostale;4342;3151.81;5;4
6150;213450221;Wielkopolskie;Mezczyzna;54;2:Malzenstwo bez dzieci;2398;1329.13;4;4
6158;213450321;Wielkopolskie;Mezczyzna;21;9:Pozostale;3571;1641.86;4;4
6167;213450521;Wielkopolskie;Kobieta;59;2:Malzenstwo bez dzieci;1984.57;1229.21;7;4
6168;213450611;Wielkopolskie;Kobieta;68;1:Osoba samotna;1214.87;906.3;7;4
6179;213450911;Wielkopolskie;Kobieta;25;9:Pozostale;3088;1648.26;2;4
6202;213460311;Wielkopolskie;Kobieta;35;3:Malzenstwo +1;4222.8;2730.77;1;4
6310;213490321;Wielkopolskie;Kobieta;60;2:Malzenstwo bez dzieci;1926.8;1915.32;3;4
6319;213490711;Wielkopolskie;Mezczyzna;71;2:Malzenstwo bez dzieci;3037.53;2406.91;3;4
6326;213490821;Wielkopolskie;Kobieta;62;2:Malzenstwo bez dzieci;3865;3758.66;7;4
6364;213501211;Wielkopolskie;Mezczyzna;54;3:Malzenstwo +1;1616.57;1797.29;7;5
6383;213510411;Wielkopolskie;Mezczyzna;22;9:Pozostale;4379.19;2411.13;3;4
6416;213520221;Wielkopolskie;Mezczyzna;57;1:Osoba samotna;731;742.51;5;4
6459;213530521;Wielkopolskie;Mezczyzna;44;9:Pozostale;6659.9;3102.26;3;4
6520;213540911;Wielkopolskie;Mezczyzna;47;3:Malzenstwo +1;3181.6;5444.37;5;4
6528;213541111;Wielkopolskie;Mezczyzna;51;2:Malzenstwo bez dzieci;4307;7627.32;5;4
6529;213541211;Wielkopolskie;Mezczyzna;58;3:Malzenstwo +1;4431.17;4442.99;3;4
6542;213550221;Wielkopolskie;Mezczyzna;44;9:Pozostale;6496;3034.19;4;4
6564;213551011;Wielkopolskie;Kobieta;29;9:Pozostale;8360;6462.22;1;4
6614;213561011;Wielkopolskie;Mezczyzna;53;9:Pozostale;4322;2875.32;5;5
6621;213561121;Wielkopolskie;Mezczyzna;35;4:Malzenstwo +2;1892;2180.28;5;5
6623;213561211;Wielkopolskie;Kobieta;58;2:Malzenstwo bez dzieci;2010.2;1765.19;7;5
6632;213570321;Wielkopolskie;Mezczyzna;47;3:Malzenstwo +1;4000;3907.14;1;5
6635;213570411;Wielkopolskie;Mezczyzna;55;3:Malzenstwo +1;3430;2963.25;3;5
6638;213570621;Wielkopolskie;Kobieta;67;9:Pozostale;2350;1143.28;4;5
6676;213580621;Wielkopolskie;Kobieta;43;3:Malzenstwo +1;4132;2819.55;1;5
6695;213581111;Wielkopolskie;Mezczyzna;65;2:Malzenstwo bez dzieci;2022.42;4069.23;7;5
6715;213590411;Wielkopolskie;Kobieta;55;9:Pozostale;3407;2343.96;3;5
6748;213591121;Wielkopolskie;Kobieta;27;9:Pozostale;2290;1425.94;1;5
6787;213601011;Wielkopolskie;Kobieta;72;1:Osoba samotna;802;1227.5;7;5
6795;213601211;Wielkopolskie;Kobieta;50;2:Malzenstwo bez dzieci;6108;3866.71;3;5
6908;213630221;Wielkopolskie;Kobieta;47;3:Malzenstwo +1;3724;2201.57;5;5
6921;213630521;Wielkopolskie;Kobieta;53;3:Malzenstwo +1;1006;805.98;7;5
6930;213630811;Wielkopolskie;Kobieta;71;2:Malzenstwo bez dzieci;1450;982.06;7;5
6937;213631021;Wielkopolskie;Mezczyzna;74;2:Malzenstwo bez dzieci;1434;828.51;5;5
6939;213631211;Wielkopolskie;Kobieta;46;4:Malzenstwo +2;5133.1;3887.81;1;5
6963;213640611;Wielkopolskie;Kobieta;67;9:Pozostale;5184.38;1848.27;5;5
7013;213650821;Warminsko-mazurskie;Kobieta;34;3:Malzenstwo +1;6546;2437.97;1;3
7017;213650921;Warminsko-mazurskie;Mezczyzna;41;5:Malzenstwo +3;5027.5;3809.13;5;3
7022;213651021;Warminsko-mazurskie;Mezczyzna;57;2:Malzenstwo bez dzieci;2027.6;2509.75;5;3
7039;213660321;Warminsko-mazurskie;Mezczyzna;49;9:Pozostale;2689;2034.2;5;3
7057;213661011;Warminsko-mazurskie;Kobieta;55;9:Pozostale;2726.18;2541.8;4;3
7073;213670321;Warminsko-mazurskie;Kobieta;31;4:Malzenstwo +2;3800;2853.91;1;4
7120;213680321;Warminsko-mazurskie;Kobieta;21;9:Pozostale;4420.31;4222.3;3;4
7143;213681221;Warminsko-mazurskie;Mezczyzna;55;9:Pozostale;2033.38;2175.14;3;4
7150;213690121;Warminsko-mazurskie;Mezczyzna;47;2:Malzenstwo bez dzieci;2400;1846.88;2;4
7162;213690621;Warminsko-mazurskie;Kobieta;72;2:Malzenstwo bez dzieci;2531;1833.24;3;4
7235;213710421;Warminsko-mazurskie;Mezczyzna;70;2:Malzenstwo bez dzieci;1889;1621.34;3;4
7242;213710711;Warminsko-mazurskie;Mezczyzna;46;9:Pozostale;1954.99;1285.3;5;4
7284;213721011;Warminsko-mazurskie;Mezczyzna;47;3:Malzenstwo +1;3172.6;3544.93;3;5
7285;213721011;Warminsko-mazurskie;Kobieta;52;3:Malzenstwo +1;3172.6;3544.93;3;5
7299;213730121;Warminsko-mazurskie;Mezczyzna;58;9:Pozostale;2121.7;2035.62;7;5
7312;213730421;Warminsko-mazurskie;Kobieta;49;3:Malzenstwo +1;1634.62;2591.73;3;5
7344;213731222;Warminsko-mazurskie;Kobieta;23;2:Malzenstwo bez dzieci;2841.57;3213.94;2;5
7371;213750221;Warminsko-mazurskie;Kobieta;49;1:Osoba samotna;856;680.74;7;5
7398;213760121;Warminsko-mazurskie;Kobieta;35;7:Matka i dzieci;1464;1497;3;5
7437;213761121;Warminsko-mazurskie;Kobieta;44;9:Pozostale;2998;3686.65;5;5
7447;213770111;Swietokrzyskie;Kobieta;61;9:Pozostale;1670;1304.75;3;5
7514;213780921;Swietokrzyskie;Kobieta;61;2:Malzenstwo bez dzieci;3797;2663.65;3;5
7592;213800821;Swietokrzyskie;Mezczyzna;50;3:Malzenstwo +1;1723;2207.18;7;5
7602;213801111;Swietokrzyskie;Kobieta;55;9:Pozostale;17419;8180.49;1;5
7615;213810221;Swietokrzyskie;Kobieta;42;4:Malzenstwo +2;2205.07;1865.28;3;5
7619;213810511;Swietokrzyskie;Kobieta;70;1:Osoba samotna;1231.52;894.64;5;5
7626;213810721;Swietokrzyskie;Kobieta;75;2:Malzenstwo bez dzieci;1965;1488.67;1;5
7673;213821211;Swietokrzyskie;Mezczyzna;50;3:Malzenstwo +1;1800;2217.09;5;4
7691;213830411;Swietokrzyskie;Mezczyzna;26;4:Malzenstwo +2;1752;1627.26;5;5
7711;213831011;Swietokrzyskie;Mezczyzna;58;2:Malzenstwo bez dzieci;3950;3988.03;3;5
7721;213840111;Slaskie;Kobieta;29;3:Malzenstwo +1;2900;2764.38;4;3
7729;213840321;Slaskie;Kobieta;67;2:Malzenstwo bez dzieci;2762;1730.16;7;3
7732;213840421;Slaskie;Kobieta;79;1:Osoba samotna;1043;1029.12;5;3
7756;213840911;Slaskie;Kobieta;22;9:Pozostale;2358;2226.78;5;3
7770;213841221;Slaskie;Kobieta;47;3:Malzenstwo +1;1496;1491.19;3;3
7783;213850321;Slaskie;Kobieta;34;3:Malzenstwo +1;2250;1511.93;5;3
7880;213870921;Slaskie;Kobieta;72;1:Osoba samotna;1332.48;883.49;1;2
7964;213900311;Slaskie;Mezczyzna;25;2:Malzenstwo bez dzieci;4318.54;2794.37;3;2
7969;213900521;Slaskie;Kobieta;44;3:Malzenstwo +1;2000;1008.86;3;2
7997;213901211;Slaskie;Kobieta;85;9:Pozostale;4052;3989.32;7;2
7999;213910111;Slaskie;Mezczyzna;54;2:Malzenstwo bez dzieci;3600;1967.73;3;2
8010;213910321;Slaskie;Kobieta;33;9:Pozostale;1850;2444.39;5;2
8011;213910321;Slaskie;Mezczyzna;29;9:Pozostale;1850;2444.39;5;2
8028;213910821;Slaskie;Kobieta;54;9:Pozostale;3131.15;2428.79;3;2
8073;213920921;Slaskie;Mezczyzna;34;3:Malzenstwo +1;2700;2671.79;3;2
8078;213921111;Slaskie;Mezczyzna;70;9:Pozostale;3041;2922.86;5;2
8171;213950621;Slaskie;Kobieta;58;9:Pozostale;3113;3408.9;4;2
8175;213950721;Slaskie;Kobieta;43;4:Malzenstwo +2;2530;2158.39;2;2
8185;213951121;Slaskie;Kobieta;57;9:Pozostale;1896.8;1737.77;1;2
8201;213960521;Slaskie;Mezczyzna;35;3:Malzenstwo +1;4377.19;1508.32;3;2
8230;213970221;Slaskie;Kobieta;22;9:Pozostale;5800;2027.9;4;2
8235;213970321;Slaskie;Mezczyzna;52;9:Pozostale;3600;1075.85;1;2
8252;213970721;Slaskie;Mezczyzna;48;9:Pozostale;5800;2071.87;3;2
8269;213971211;Slaskie;Kobieta;36;3:Malzenstwo +1;4535;2074.88;1;2
8290;213980711;Slaskie;Mezczyzna;25;9:Pozostale;2700.6;2031.31;1;2
8298;213980911;Slaskie;Kobieta;63;9:Pozostale;1955.6;1936.99;7;2
8307;213981221;Slaskie;Mezczyzna;56;1:Osoba samotna;925;766.11;5;2
8309;213990111;Slaskie;Kobieta;58;2:Malzenstwo bez dzieci;1744.7;1473.15;4;3
8318;213990411;Slaskie;Mezczyzna;47;5:Malzenstwo +3;3882;3206.23;5;3
8328;213990722;Slaskie;Mezczyzna;50;1:Osoba samotna;1706;2202.08;1;3
8405;214020311;Slaskie;Kobieta;49;9:Pozostale;5351.91;10789.15;7;3
8423;214030421;Slaskie;Kobieta;35;4:Malzenstwo +2;2130;1690.49;5;3
8449;214040321;Slaskie;Mezczyzna;20;9:Pozostale;3643.62;3027.49;2;3
8460;214041021;Slaskie;Mezczyzna;35;9:Pozostale;5100;1961.72;1;3
8477;214050321;Slaskie;Mezczyzna;57;2:Malzenstwo bez dzieci;3054.45;2244.97;5;3
8510;214060411;Slaskie;Kobieta;48;4:Malzenstwo +2;3606;4245.96;3;3
8532;214061121;Slaskie;Kobieta;32;2:Malzenstwo bez dzieci;2430;1629.04;5;3
8533;214061221;Slaskie;Mezczyzna;55;1:Osoba samotna;810.72;272.52;3;3
8570;214090211;Slaskie;Kobieta;59;3:Malzenstwo +1;2850;1770.94;5;3
8580;214090811;Slaskie;Mezczyzna;56;9:Pozostale;7618.49;16384.25;1;3
8589;214091021;Slaskie;Kobieta;53;9:Pozostale;2320;1662.43;5;3
8621;214110421;Slaskie;Kobieta;60;9:Pozostale;1543;1486.87;3;3
8627;214110811;Slaskie;Kobieta;39;4:Malzenstwo +2;2100;1958.12;2;3
8636;214120111;Slaskie;Mezczyzna;48;9:Pozostale;3221;2313.37;3;3
8654;214120511;Slaskie;Kobieta;22;3:Malzenstwo +1;5418.8;4511.76;4;3
8669;214120911;Slaskie;Kobieta;63;2:Malzenstwo bez dzieci;2650.4;2090.17;5;3
8687;214130211;Slaskie;Kobieta;34;9:Pozostale;5183.9;3738.18;3;3
8701;214130721;Slaskie;Kobieta;22;4:Malzenstwo +2;1972.1;1562.05;5;3
8720;214140221;Slaskie;Kobieta;36;5:Malzenstwo +3;3500;2845.5;3;3
8722;214140411;Slaskie;Mezczyzna;58;2:Malzenstwo bez dzieci;3870.6;3413.89;5;3
8731;214140621;Slaskie;Mezczyzna;51;4:Malzenstwo +2;2550;2570.88;3;3
8737;214140811;Slaskie;Mezczyzna;56;9:Pozostale;3753;3093.53;5;3
8747;214141021;Slaskie;Mezczyzna;51;4:Malzenstwo +2;3700;1929.54;1;3
8749;214141111;Slaskie;Mezczyzna;53;2:Malzenstwo bez dzieci;3819.6;3315.95;1;3
8757;214150121;Slaskie;Mezczyzna;46;3:Malzenstwo +1;2110;1415.17;5;3
8759;214150211;Slaskie;Kobieta;41;4:Malzenstwo +2;2070.57;1787.7;2;3
8765;214150511;Slaskie;Mezczyzna;30;2:Malzenstwo bez dzieci;1889.5;1632.13;7;3
8781;214151121;Slaskie;Kobieta;34;4:Malzenstwo +2;3983.33;3543.58;1;3
8789;214160311;Slaskie;Mezczyzna;33;3:Malzenstwo +1;4043;4710.62;3;3
8792;214160411;Slaskie;Mezczyzna;39;4:Malzenstwo +2;3188.68;2506.19;5;3
8803;214160711;Slaskie;Kobieta;44;2:Malzenstwo bez dzieci;1274.34;1581.09;7;3
8875;214180611;Slaskie;Mezczyzna;40;4:Malzenstwo +2;2916.33;1776.13;5;4
8883;214180721;Slaskie;Kobieta;38;4:Malzenstwo +2;2449;4584.72;4;4
8904;214190211;Slaskie;Kobieta;56;2:Malzenstwo bez dzieci;1714;1058.93;5;3
8924;214190821;Slaskie;Mezczyzna;69;2:Malzenstwo bez dzieci;2815;2074.99;5;3
8927;214190921;Slaskie;Kobieta;26;2:Malzenstwo bez dzieci;900;1208.88;5;3
8929;214191021;Slaskie;Mezczyzna;35;3:Malzenstwo +1;4333.47;3646.78;1;3
8976;214211011;Slaskie;Kobieta;33;9:Pozostale;5728;5107.14;5;3
9001;214220511;Slaskie;Kobieta;45;7:Matka i dzieci;2700;2770.43;5;3
9013;214220811;Slaskie;Mezczyzna;22;9:Pozostale;3717.68;4043.97;3;3
9055;214230921;Slaskie;Mezczyzna;69;2:Malzenstwo bez dzieci;2233.6;1397.37;5;3
9089;214241011;Slaskie;Kobieta;53;2:Malzenstwo bez dzieci;1735;1025.12;5;4
9098;214241221;Slaskie;Kobieta;35;4:Malzenstwo +2;4935;4960.1;1;4
9130;214260111;Slaskie;Mezczyzna;71;2:Malzenstwo bez dzieci;2550;985.39;5;4
9152;214260721;Slaskie;Mezczyzna;26;2:Malzenstwo bez dzieci;2200;1227.98;5;4
9168;214270111;Slaskie;Kobieta;56;2:Malzenstwo bez dzieci;3590.6;3948.04;5;4
9171;214270121;Slaskie;Mezczyzna;32;9:Pozostale;2238.5;2831.3;7;4
9177;214270221;Slaskie;Mezczyzna;28;9:Pozostale;5894.8;4617.45;3;4
9191;214270521;Slaskie;Kobieta;42;9:Pozostale;1947;1241.17;5;4
9193;214270611;Slaskie;Mezczyzna;56;2:Malzenstwo bez dzieci;2360;1881.73;7;4
9209;214270821;Slaskie;Mezczyzna;68;2:Malzenstwo bez dzieci;2910;3512.98;5;4
9215;214271011;Slaskie;Mezczyzna;24;9:Pozostale;5242;7069.4;3;4
9238;214280411;Slaskie;Kobieta;39;3:Malzenstwo +1;1586.35;2591.13;3;4
9294;214291011;Slaskie;Kobieta;53;2:Malzenstwo bez dzieci;1660;1848.12;2;4
9307;214300221;Slaskie;Kobieta;57;2:Malzenstwo bez dzieci;1841.37;859.16;7;4
9328;214300921;Slaskie;Mezczyzna;38;4:Malzenstwo +2;2170;1330.43;5;4
9364;214310621;Slaskie;Kobieta;60;2:Malzenstwo bez dzieci;990;956.42;4;4
9375;214311121;Slaskie;Kobieta;67;9:Pozostale;1350.11;1286.54;7;4
9396;214320511;Slaskie;Kobieta;22;1:Osoba samotna;830;748.74;4;4
9423;214321111;Slaskie;Kobieta;52;9:Pozostale;2740;1954.04;5;4
9431;214330121;Slaskie;Kobieta;50;7:Matka i dzieci;1660;1111.17;3;4
9432;214330121;Slaskie;Kobieta;22;7:Matka i dzieci;1660;1111.17;5;4
9453;214340321;Slaskie;Kobieta;63;2:Malzenstwo bez dzieci;2503.91;3144.35;7;4
9475;214350621;Slaskie;Kobieta;35;4:Malzenstwo +2;3071;2624.75;2;4
9476;214350711;Slaskie;Mezczyzna;64;2:Malzenstwo bez dzieci;3520.36;2717.31;5;4
9490;214351121;Slaskie;Kobieta;43;4:Malzenstwo +2;3500;2538;3;4
9493;214351221;Slaskie;Kobieta;45;4:Malzenstwo +2;2825;2820.11;5;4
9525;214361011;Slaskie;Kobieta;47;9:Pozostale;5837.2;5626.14;3;4
9529;214361211;Slaskie;Mezczyzna;58;2:Malzenstwo bez dzieci;1585;1576.64;5;4
9568;214371121;Slaskie;Mezczyzna;58;2:Malzenstwo bez dzieci;3000;2365.06;3;5
9580;214380321;Slaskie;Mezczyzna;36;3:Malzenstwo +1;1668;1566.83;3;4
9582;214380411;Slaskie;Kobieta;69;1:Osoba samotna;1170;1034.95;5;4
9587;214380611;Slaskie;Mezczyzna;47;4:Malzenstwo +2;1670;1622.38;3;4
9620;214390411;Slaskie;Kobieta;20;9:Pozostale;3741.99;2576.49;3;5
9644;214391021;Slaskie;Mezczyzna;57;2:Malzenstwo bez dzieci;1959.9;2079.2;7;5
9654;214391221;Slaskie;Mezczyzna;33;9:Pozostale;1043.85;1011.69;5;5
9685;214400811;Slaskie;Kobieta;70;1:Osoba samotna;1400;1112.81;7;4
9691;214401211;Slaskie;Kobieta;49;9:Pozostale;6480;7861.27;3;4
9704;214410321;Slaskie;Kobieta;71;2:Malzenstwo bez dzieci;1483;1125.58;7;5
9729;214411111;Slaskie;Kobieta;28;5:Malzenstwo +3;2470;1963.62;5;5
9748;214420511;Slaskie;Mezczyzna;24;9:Pozostale;7758;6431.61;4;4
9793;214430611;Slaskie;Kobieta;68;9:Pozostale;2200;1865.47;7;4
9794;214430611;Slaskie;Kobieta;43;9:Pozostale;2200;1865.47;7;4
9802;214430811;Slaskie;Kobieta;58;9:Pozostale;5434;7198.29;7;4
9811;214430922;Slaskie;Mezczyzna;66;2:Malzenstwo bez dzieci;1630;1514.66;5;4
9816;214431111;Slaskie;Kobieta;41;4:Malzenstwo +2;1878.01;1808.49;5;4
9832;214440321;Slaskie;Mezczyzna;41;4:Malzenstwo +2;2816;2710.98;5;4
9868;214441111;Slaskie;Kobieta;33;9:Pozostale;5690;3834.37;3;4
9888;214450611;Slaskie;Mezczyzna;41;5:Malzenstwo +3;1590;1865.23;5;4
9911;214451121;Slaskie;Kobieta;60;9:Pozostale;5590;3480.87;4;4
10077;214500111;Pomorskie;Mezczyzna;56;4:Malzenstwo +2;6751.1;7409.92;1;2
10107;214501011;Pomorskie;Kobieta;71;2:Malzenstwo bez dzieci;3495.05;1694.51;1;2
10150;214520121;Pomorskie;Mezczyzna;58;9:Pozostale;7526.99;7696.6;1;2
10167;214520721;Pomorskie;Mezczyzna;32;9:Pozostale;6580;5050.9;2;2
10211;214540111;Pomorskie;Mezczyzna;48;3:Malzenstwo +1;14000;11998.62;1;2
10266;214560121;Pomorskie;Kobieta;69;2:Malzenstwo bez dzieci;2128;936.07;7;4
10278;214560611;Pomorskie;Kobieta;26;9:Pozostale;2818.93;2662.04;1;4
10296;214561121;Pomorskie;Kobieta;69;2:Malzenstwo bez dzieci;2217;1219.3;3;4
10322;214570521;Pomorskie;Kobieta;73;1:Osoba samotna;1185;1212.48;7;4
10406;214590221;Pomorskie;Kobieta;29;4:Malzenstwo +2;345;999.34;1;5
10432;214590721;Pomorskie;Mezczyzna;69;9:Pozostale;5925.63;4341.32;5;5
10441;214590921;Pomorskie;Kobieta;52;1:Osoba samotna;640;1249.67;7;5
10484;214600711;Pomorskie;Kobieta;36;4:Malzenstwo +2;2870;1311.02;3;4
10493;214600911;Pomorskie;Mezczyzna;25;3:Malzenstwo +1;1870;1628.32;1;4
10511;214610121;Pomorskie;Kobieta;32;3:Malzenstwo +1;4271.48;3957.36;3;4
10551;214620111;Pomorskie;Mezczyzna;77;2:Malzenstwo bez dzieci;3100.4;2680.07;4;4
10553;214620121;Pomorskie;Kobieta;70;2:Malzenstwo bez dzieci;1678.55;2624.59;7;4
10555;214620211;Pomorskie;Mezczyzna;38;4:Malzenstwo +2;4000;3222.67;5;4
10581;214620911;Pomorskie;Mezczyzna;77;2:Malzenstwo bez dzieci;3401.9;3260.07;3;4
10583;214620921;Pomorskie;Mezczyzna;36;4:Malzenstwo +2;3108;2468.29;3;4
10616;214631011;Pomorskie;Kobieta;68;9:Pozostale;1762;2078.02;7;4
10629;214640211;Pomorskie;Kobieta;51;4:Malzenstwo +2;3087.46;2410.4;5;5
10644;214640711;Pomorskie;Mezczyzna;62;2:Malzenstwo bez dzieci;2830;3283.09;3;5
10645;214640721;Pomorskie;Mezczyzna;39;4:Malzenstwo +2;5453;2324.97;3;5
10653;214641011;Pomorskie;Kobieta;32;3:Malzenstwo +1;4477.66;4534.46;3;5
10657;214641111;Pomorskie;Kobieta;63;9:Pozostale;2968;2703.88;7;5
10672;214650711;Pomorskie;Kobieta;79;9:Pozostale;2492.05;2394.07;1;5
10745;214670521;Pomorskie;Kobieta;21;9:Pozostale;2307;2273.49;6;5
10746;214670611;Pomorskie;Mezczyzna;50;9:Pozostale;2920;3105.03;5;5
10778;214680111;Podlaskie;Kobieta;82;9:Pozostale;2527;1718.42;7;5
10802;214681011;Podlaskie;Mezczyzna;46;9:Pozostale;2700;2247.12;3;5
10808;214681211;Podlaskie;Mezczyzna;27;4:Malzenstwo +2;1798.26;1396.04;7;5
10866;214691211;Podlaskie;Mezczyzna;57;3:Malzenstwo +1;3876.85;4956.2;5;5
10993;214730711;Podlaskie;Kobieta;46;3:Malzenstwo +1;2929.96;2213.71;3;4
11004;214731111;Podlaskie;Kobieta;50;7:Matka i dzieci;1264.13;2210.26;2;4
11017;214740711;Podlaskie;Kobieta;43;1:Osoba samotna;2690.87;1891.58;1;4
11050;214750621;Podkarpackie;Kobieta;77;9:Pozostale;1007;989.4;7;4
11060;214750821;Podkarpackie;Kobieta;69;2:Malzenstwo bez dzieci;2404.38;2375.32;3;4
11064;214751011;Podkarpackie;Mezczyzna;49;6:Malzenstwo +4+;3095;3032.72;5;4
11068;214751021;Podkarpackie;Kobieta;21;9:Pozostale;1120;1972.96;4;4
11082;214760221;Podkarpackie;Kobieta;69;2:Malzenstwo bez dzieci;1745.53;1243.49;7;4
11087;214760321;Podkarpackie;Kobieta;43;4:Malzenstwo +2;6312;5191.2;1;4
11128;214761111;Podkarpackie;Kobieta;68;9:Pozostale;3370;2639.31;7;4
11134;214761121;Podkarpackie;Kobieta;32;9:Pozostale;2809.65;2767.11;3;4
11159;214770811;Podkarpackie;Kobieta;57;1:Osoba samotna;895.87;767.11;7;4
11162;214770911;Podkarpackie;Mezczyzna;38;9:Pozostale;2106;1864.96;5;4
11174;214780121;Podkarpackie;Kobieta;46;2:Malzenstwo bez dzieci;4500;4332.78;1;4
11269;214800111;Podkarpackie;Mezczyzna;53;9:Pozostale;4714.33;4473.77;1;4
11275;214800211;Podkarpackie;Kobieta;38;9:Pozostale;1573;2094.39;5;4
11279;214800321;Podkarpackie;Mezczyzna;41;9:Pozostale;3278.5;2856.87;4;4
11318;214810421;Podkarpackie;Mezczyzna;46;4:Malzenstwo +2;1480.85;1645.04;7;4
11349;214811211;Podkarpackie;Kobieta;49;9:Pozostale;3741.79;2735.77;3;4
11365;214820411;Podkarpackie;Mezczyzna;49;3:Malzenstwo +1;3090;3219.11;1;4
11394;214821121;Podkarpackie;Kobieta;21;9:Pozostale;2830;2017.42;4;4
11396;214821211;Podkarpackie;Kobieta;53;2:Malzenstwo bez dzieci;6012;5649.35;1;4
11405;214830211;Podkarpackie;Mezczyzna;58;9:Pozostale;927.6;1040.52;5;5
11443;214831111;Podkarpackie;Mezczyzna;45;9:Pozostale;2247.28;2022.52;5;5
11462;214840221;Podkarpackie;Kobieta;79;1:Osoba samotna;774.9;799.35;7;5
11463;214840311;Podkarpackie;Kobieta;67;2:Malzenstwo bez dzieci;2018.15;2180.47;2;5
11467;214840421;Podkarpackie;Kobieta;75;9:Pozostale;2429.55;2525.74;3;5
11507;214850211;Podkarpackie;Mezczyzna;28;9:Pozostale;3096.76;2370.88;1;5
11518;214850611;Podkarpackie;Kobieta;33;3:Malzenstwo +1;2240.37;1752.37;2;5
11549;214860221;Podkarpackie;Mezczyzna;41;9:Pozostale;726;852.02;5;5
11556;214860321;Podkarpackie;Mezczyzna;21;4:Malzenstwo +2;1757;1583.11;3;5
11564;214860611;Podkarpackie;Mezczyzna;64;9:Pozostale;3507;4155.73;5;5
11631;214880121;Opolskie;Kobieta;75;1:Osoba samotna;910.12;570.17;7;4
11658;214881111;Opolskie;Mezczyzna;32;9:Pozostale;4076.87;1824.2;1;4
11687;214900221;Opolskie;Kobieta;25;3:Malzenstwo +1;1818;1666.25;2;5
11712;214900911;Opolskie;Kobieta;71;2:Malzenstwo bez dzieci;2365.6;4864.92;1;5
11732;214910211;Opolskie;Mezczyzna;59;2:Malzenstwo bez dzieci;4058.83;3901.53;1;5
11741;214910521;Opolskie;Mezczyzna;60;2:Malzenstwo bez dzieci;1718.37;1439.58;5;5
11747;214910711;Opolskie;Mezczyzna;58;9:Pozostale;984.32;984.36;7;5
11750;214910921;Opolskie;Mezczyzna;54;2:Malzenstwo bez dzieci;1207.62;1157.7;5;5
11768;214920211;Opolskie;Mezczyzna;42;9:Pozostale;6522.16;4113.82;1;5
11775;214920521;Opolskie;Mezczyzna;39;3:Malzenstwo +1;3361.56;2555.14;4;5
11804;214940211;Mazowieckie;Mezczyzna;23;9:Pozostale;3295.73;2104.29;1;3
11844;214941221;Mazowieckie;Mezczyzna;68;2:Malzenstwo bez dzieci;3140.6;3708.26;3;3
11892;214961011;Mazowieckie;Kobieta;22;4:Malzenstwo +2;3769.78;13268.59;4;3
11895;214961121;Mazowieckie;Mezczyzna;58;9:Pozostale;4504.9;3053.67;1;3
11919;214970721;Mazowieckie;Mezczyzna;32;4:Malzenstwo +2;1502.1;1720.83;5;2
11965;214981211;Mazowieckie;Kobieta;20;9:Pozostale;2071.53;1834.17;4;2
11978;214990421;Mazowieckie;Mezczyzna;26;9:Pozostale;3765.55;3461.74;3;2
11984;214990621;Mazowieckie;Mezczyzna;50;4:Malzenstwo +2;3588.89;2607.62;5;2
11990;214990821;Mazowieckie;Mezczyzna;54;3:Malzenstwo +1;2711.4;2145.48;5;2
12007;215000111;Mazowieckie;Mezczyzna;21;3:Malzenstwo +1;5835;6013.67;4;2
12011;215000221;Mazowieckie;Mezczyzna;38;3:Malzenstwo +1;2300.67;2652.24;3;2
